HCP_ID,RL,P2P,OLV,RR,DRT,DMS,OLA,DEM,Region,Value,Speciality_ID
9348,0.71875,NA,0.041481614,0.563123703,0,0.41071415,NA,NA,urban,H,92938
9349,0.407407284,NA,0.020740807,0.016632333,0,0.126213551,0.099860688,0.059152517,urban,H,92938
9350,0.652173519,NA,0.020740807,NA,0,0,0.050265115,2.40E-02,urban,H,92938
9351,0.666666508,NA,NA,0.028512582,0,0.078947365,0.239200269,0.006896429,urban,M,92938
9352,NA,0.196177363,0.020740807,NA,0,0.1875,0.313090294,NA,urban,M,92938
9353,0.538461208,NA,NA,0.004752096,0,NA,0.201163655,0.033563873,urban,H,92938
9354,0.769230366,NA,0.062222421,0.002376048,0,0.066666663,NA,0,urban,M,92938
9355,0.423076868,NA,0.207408071,NA,0,NA,0.109081009,NA,urban,M,92938
9356,0.777777672,0.098088682,NA,0.002376048,0,0,0.01220523,0.00E+00,urban,H,92938
9357,0.653845787,NA,NA,0.004752096,0,0.099173546,0.0586272,NA,urban,H,92938
9358,0.542856693,NA,0.020740807,0.007128146,0,0.144736767,0,0.076360873,urban,H,92938
9359,NA,NA,0.082963228,0.040392816,0,0.104972363,0.136231336,0.079823959,urban,H,92938
9360,0.538461208,NA,0.062222421,0.011880241,0,0.134328246,0.081028032,0.044248179,urban,M,92938
9361,NA,NA,0.64296484,0.002376048,0.166666627,0.053571403,0,0.126493538,urban,M,92938
9362,NA,NA,0.041481614,0.354031324,0,0.565217018,0.268459783,NA,urban,M,92938
9363,0.695652008,0.147132993,NA,NA,0,0.095744669,0,0,urban,H,92938
9364,0.299999952,0.049044341,NA,0.002376048,0,0.206896544,0.011511988,0.022105175,urban,M,92938
9365,NA,NA,0.062222421,0.007128146,0,0.123595476,0.272125972,0.038108808,rural,M,92938
9366,0.627906799,NA,NA,0.014256291,0,0.104895055,0.160399805,0,urban,H,92938
9367,0.799999714,NA,0.041481614,NA,NA,0.186666608,0.111042518,0.069262155,urban,H,92938
9368,0.733333111,NA,NA,0.033264667,0,0.079999983,NA,0,urban,H,92938
9369,NA,NA,0.331852913,0.016632333,0,0.219298244,NA,0.124113624,urban,H,92938
9370,0.736841679,NA,NA,0.002376048,0,0.018691585,0.247671202,0.049824448,urban,M,92938
9371,0.789473534,NA,NA,0.009504192,0,0.114285708,0.226526872,NA,urban,M,92938
9372,NA,NA,0.020740807,0.011880241,NA,0.151515126,NA,NA,urban,M,92938
9373,0.536585331,NA,NA,0.007128146,0.133333325,0.130769134,NA,NA,urban,H,92938
9374,0.413793087,NA,NA,0.021384433,0,1,0.21916827,0.155496795,urban,H,92938
9375,NA,0.245221734,0.020740807,0.030888632,0,0.04285714,0.129628658,NA,urban,H,92938
9376,0.842104912,NA,NA,0.002376048,0,NA,NA,0.011814495,urban,M,92938
9377,0.649999619,NA,NA,0.009504192,0,0.22727263,0.009064677,0.07448154,urban,M,92938
9378,0.769230366,NA,0.041481614,NA,0,NA,NA,NA,urban,H,92938
9379,0.458333254,NA,NA,0.007128146,0,0.837209225,0.046731152,0.259158281,urban,H,92938
9380,0.307692289,NA,0.062222421,0.009504192,0,0.061224461,NA,0.056776389,urban,M,92938
9381,0.555555344,NA,0.14518559,0.002376048,0,0.141935468,0.179519312,0,urban,H,92938
9382,0.451612711,0.392354727,NA,0.026136532,0,0.052325577,NA,0.065496065,urban,H,92938
9383,0.759999752,NA,NA,0.002376048,0,0.225352049,NA,0.065585851,urban,H,92938
9384,0.619047165,NA,NA,0.002376048,0,NA,0.218236593,0.097790248,urban,M,92938
9385,0.75,0.147132993,NA,0.016632333,0,0.183673382,0.214775252,0.048308242,urban,H,92938
9386,0.655172348,NA,NA,0.002376048,0,0.093457937,NA,NA,urban,H,92938
9387,0.526315689,NA,NA,0.028512582,0,0.147368312,0,0.085208038,urban,M,92938
9388,0.238095164,NA,NA,0.016632333,0,0.191176415,0.069356612,0.046405118,urban,M,92938
9389,0.699999809,0.098088682,NA,0.009504192,0.111111105,0.033057839,NA,0,urban,H,92938
9390,NA,0.049044341,0.497779369,0.007128146,0,0.166666627,NA,0.152722267,rural,H,92938
9391,0.307692289,NA,NA,0.009504192,0,0.243243218,NA,NA,urban,M,92938
9392,0.611110687,0.049044341,0.020740807,NA,0,0.131578922,NA,0.151060246,urban,M,92938
9393,0.380952358,NA,NA,0.746079445,0,0.188118696,NA,0.052077091,urban,M,92938
9394,0.387096643,0.049044341,NA,0.002376048,NA,0.361110926,0.064958811,0.145667727,urban,M,92938
9395,0.607142448,NA,0.041481614,0.042768866,NA,0.085714281,0.089799381,0.065171136,urban,H,92938
9396,0.576922894,NA,NA,0.002376048,0,0.04285714,0,0,urban,M,92938
9397,0.476190329,NA,0.082963228,0.004752096,0,0.212121129,NA,0.103949138,urban,M,92938
9398,0.607142448,NA,0.082963228,0.002376048,0,0.181818128,NA,0.025023467,urban,H,92938
9399,0.519999981,NA,NA,0.007128146,0,0.067669153,0.162553635,0.040045638,urban,M,92938
9400,0.529411316,NA,0.103704035,NA,0,0,0.128023442,0,urban,H,92938
9401,NA,0.147132993,0.020740807,0.002376048,0,0.112676024,0.20642161,0.083071976,urban,M,92938
9402,0.830769062,0.294265986,0.082963228,NA,0,0.061643809,NA,0,urban,H,92938
9403,0.5,0.049044341,0.020740807,NA,0.125,0,0.039414976,0.050154737,rural,M,92938
9404,0.483870745,NA,0.082963228,0.30651021,NA,0.208333254,0.153243856,0,urban,H,92938
9405,0.541666508,NA,0.020740807,NA,0,0.149999976,0,0.12409399,urban,H,92938
9406,0.599999905,NA,0.124444842,NA,0,0.341269732,0.165817876,0.114232932,urban,M,92938
9407,0.699999809,NA,NA,0.004752096,0,NA,NA,0.074121235,urban,M,92938
9408,0.413043261,NA,NA,0.011880241,0.076923072,0.09790206,0.088013101,0.115181595,urban,H,92938
9409,0.46666646,NA,NA,0.021384433,NA,0.101123571,0.174810813,0.062439563,urban,H,92938
9410,0.5,NA,NA,0.019008383,0,0.169013977,0.172891855,NA,urban,H,92938
9411,0.611110687,NA,NA,0.684301853,0,0.073770464,0.447724875,NA,rural,M,92938
9412,0.730769157,NA,NA,0.121178508,0,0.799999714,0.313985438,NA,urban,H,92938
9413,NA,NA,0.228148818,0.29938221,0,0.327272654,0.17950871,0.130885123,urban,H,92938
9414,NA,NA,0.082963228,0.009504192,NA,0.093023241,0.232160235,0.013103259,urban,H,92938
9415,NA,0.049044341,0.124444842,0.009504192,0,0.37579608,0.188114413,0.040807511,urban,M,92938
9416,0.666666508,NA,0.207408071,NA,0,0.057142854,NA,0.059854023,urban,M,92938
9417,NA,NA,0.020740807,0.009504192,0,0.15625,0.338597557,NA,urban,M,92938
9418,0.46666646,NA,0.373334408,NA,0.099999964,0.114754081,0.142451161,0.171531998,urban,M,92938
9419,0.69444418,NA,NA,0.061777264,NA,0.525773048,0.064525619,0.237190012,urban,H,92938
9420,NA,NA,0.020740807,0.014256291,0,0.150943279,NA,NA,urban,M,92938
9421,0.571428299,NA,NA,0.009504192,0,0.078260839,0.102220306,0,urban,H,92938
9422,0.578947067,NA,NA,0.009504192,0,NA,NA,0.002356243,rural,M,92938
9423,NA,NA,0.020740807,0.004752096,0,NA,0.176139523,0.037832222,urban,H,92938
9424,0.551723957,NA,NA,0.004752096,0,0.104895055,0.150612632,NA,urban,H,92938
9425,0.5,NA,NA,0.033264667,0,0.080851018,0.146233342,NA,urban,H,92938
9426,0.67532444,NA,0.103704035,0.033264667,0,NA,NA,0.0663889,urban,H,92938
9427,NA,NA,0.062222421,0.009504192,0,0.5,0.220021737,NA,urban,M,92938
9428,0.576922894,NA,0.103704035,NA,0,0.149999976,NA,0.024884922,urban,M,92938
9429,0.526315689,NA,0.082963228,0.002376048,0,0.113924027,NA,0,urban,M,92938
9430,0.655172348,NA,NA,0.009504192,0,0.054726362,0.08203141,0.030961886,urban,H,92938
9431,0.533333302,NA,0.020740807,0.009504192,NA,NA,0,0,urban,M,92938
9432,NA,0.049044341,0.103704035,NA,0,0,0.119621364,0.019104604,urban,L,92938
9433,0.46666646,NA,NA,0.028512582,0.079999983,0.005681817,NA,0.014865834,rural,H,92938
9434,0.238095164,NA,0.124444842,NA,1,0.099999964,NA,NA,urban,M,92938
9435,0.705882072,NA,NA,0.004752096,0,0.196346998,0.16374897,0.105963644,urban,M,92938
9436,0.714285374,0.049044341,NA,0.011880241,0,0,0.042366229,0.033769237,urban,M,92938
9437,0.638297558,0.049044341,NA,0.019008383,NA,0.102189779,NA,0,urban,H,92938
9438,0.46666646,0.049044341,0.041481614,NA,NA,0.294117451,0.115385451,0,urban,H,92938
9439,0.625,NA,0.14518559,0.047520965,0,NA,0.137953636,0.073695307,urban,M,92938
9440,0.25,0.147132993,NA,0.002376048,0,0.015151508,NA,0,urban,L,92938
9441,0.823529244,NA,0.020740807,0.812608719,0,0.333333254,NA,0.085041697,urban,M,92938
9442,0.714285374,NA,NA,0.009504192,0.571428299,0.272727251,NA,NA,urban,M,92938
9443,0.916666508,NA,0.020740807,0.009504192,0,0.899999619,0.261675598,0.255977416,urban,M,92938
9444,NA,0.049044341,0.248889685,0.023760483,NA,0.089686096,0,0,urban,H,92938
9445,0.677419186,NA,0.062222421,0.042768866,0,NA,0,NA,urban,H,92938
9446,0.639999867,NA,NA,0.002376048,0,0,0.171222198,NA,urban,H,92938
9447,0.652173519,NA,0.020740807,0.002376048,0,0.0625,0.185647321,NA,urban,H,92938
9448,NA,0.049044341,0.041481614,NA,0,0.052356005,0,0,urban,H,92938
9449,0.159999967,0.098088682,NA,0.002376048,0,NA,0.006047622,0.006383122,urban,M,92938
9450,0.5,NA,NA,0.007128146,0,1,0.150989788,0.195016271,urban,H,92938
9451,NA,NA,0.062222421,0.007128146,0,0.135338306,0.131798844,0.080884391,urban,H,92938
9452,0.272727251,NA,0.020740807,0.004752096,0,NA,0.132712708,0.028808051,rural,M,92938
9453,0.695652008,NA,0.082963228,0.002376048,0,0.084905624,NA,0,urban,H,92938
9454,0.538461208,NA,0.062222421,0.007128146,0.142857075,0.075187922,0.195120776,NA,urban,M,92938
9455,0.730769157,NA,NA,0.002376048,0,0.171052575,0.233320999,0.067705485,urban,H,92938
9456,0.571428299,NA,0.331852913,0.002376048,NA,0.112554073,0.126960359,NA,urban,M,92938
9457,NA,NA,0.062222421,0.023760483,0,NA,NA,NA,urban,H,92938
9458,0.464285612,NA,0.041481614,0.011880241,0,0.308411121,0,NA,urban,H,92938
9459,0.541666508,NA,NA,0.028512582,0,0.586206436,0.110660439,0.11907531,urban,M,92938
9460,0.679999828,NA,0.020740807,0.002376048,0,0.073170722,NA,NA,urban,M,92938
9461,0.679999828,NA,NA,0.009504192,0,0.077586174,0.040725783,0.0937709,urban,H,92938
9462,0.5,NA,0.020740807,0.002376048,1,0.209677339,0.097372331,0.413116319,urban,H,92938
9463,0.5,NA,NA,0.009504192,0.166666627,0.157894731,0,0.020461644,urban,H,92938
9464,0.666666508,NA,NA,0.002376048,NA,NA,0.213039669,NA,urban,M,92938
9465,0.666666508,NA,0.020740807,0.009504192,0,0.219512105,NA,0.081104383,urban,H,92938
9466,0.795454502,NA,NA,0.004752096,0,0.22807014,NA,NA,urban,H,92938
9467,0.629629612,NA,0.248889685,NA,NA,NA,0.079805028,0,urban,H,92938
9468,0.654320717,0.343310356,NA,0.090289831,0,0.165562868,NA,0.067053723,urban,H,92938
9469,NA,NA,0.165926457,0.009504192,0,0.191387534,0.218144549,NA,urban,H,92938
9470,0.63265276,NA,0.124444842,0.009504192,NA,0.109289587,0.156432234,0.052785319,urban,H,92938
9471,0.541666508,NA,0.020740807,0.004752096,0,NA,0.164299581,NA,urban,M,92938
9472,NA,NA,0.35259366,0.011880241,0,0.071895421,0.249348188,0.150533444,urban,M,92938
9473,0.090909064,NA,0.020740807,0.009504192,0,NA,NA,0.043087752,urban,L,92938
9474,0.461538315,NA,0.041481614,NA,0,0.722221851,0.160043782,NA,urban,M,92938
9475,0.736841679,NA,0.165926457,0.004752096,0,0.121428549,NA,NA,urban,M,92938
9476,0.615384579,0.147132993,NA,0.004752096,0,0.303030253,NA,0.013782425,urban,H,92938
9477,0.619047165,NA,0.062222421,NA,0,0.038961023,0.107409723,NA,urban,M,92938
9478,0.5,NA,0.082963228,0.002376048,0,0.191666603,0.147705172,0.07302632,urban,M,92938
9479,0.6875,NA,0.082963228,0.014256291,0,0.25,0.169020227,0.02483528,urban,M,92938
9480,0.833333015,NA,NA,0.014256291,0,0.089108884,0.239516489,0.038842861,urban,M,92938
9481,0.6842103,NA,NA,0.002376048,0,0.208333254,0.050155903,NA,urban,M,92938
9482,0.5,0.098088682,0.041481614,NA,0,0.059880227,0,0.084558396,urban,M,92938
9483,0.380952358,NA,0.041481614,0.009504192,0,0.063063026,0,0.045534872,urban,M,92938
9484,0.479999781,0.049044341,0.041481614,NA,0,0,0.006889625,0,urban,H,92938
9485,0.630768776,NA,0.124444842,0.057025164,0,0.107692301,0.226238119,0.091335521,urban,H,92938
9486,0.625,0.245221734,NA,0.002376048,0,0,0.231290639,0.027100319,urban,M,92938
9487,0.483870745,NA,0.062222421,NA,0,0.059210509,NA,0,urban,H,92938
9488,0.478260756,NA,0.020740807,0.052273065,NA,0.152542353,0.159264582,0.102890703,urban,M,92938
9489,0.772727013,NA,0.062222421,0.030888632,0,0.147727251,NA,0.003372621,urban,M,92938
9490,0.479999781,NA,0.062222421,NA,NA,0.16883111,0.061889517,0,urban,H,92938
9491,0.590909004,0.049044341,NA,NA,NA,0.166666627,0.099694673,0.062571088,urban,H,92938
9492,0.777777672,NA,NA,0.002376048,0.25,0.067961156,0,0.235840809,urban,H,92938
9493,0.375,NA,0.14518559,0.009504192,0,0.11811018,0.063047838,0.106008373,urban,H,92938
9494,0.639999867,NA,0.124444842,NA,NA,0.058823526,0.047247257,0.059909934,urban,H,92938
9495,0.447368383,NA,0.14518559,0.002376048,0,0.243093848,0.043013932,0.133607348,urban,H,92938
9496,0.444444418,0.049044341,NA,0.007128146,0,0.083333314,0.01324346,0,urban,H,92938
9497,0.666666508,NA,NA,0.004752096,0,NA,NA,NA,urban,H,92938
9498,0.5,NA,0.14518559,0.009504192,0,0.033333331,0.051398527,0.042479184,urban,L,92938
9499,0.532467365,NA,0.394075394,0.019008383,0,0.117647052,0.02478697,NA,urban,H,92938
9500,0.5,NA,NA,0.007128146,0,0.007352941,NA,NA,urban,M,92938
9501,0.6842103,0.049044341,NA,0.026136532,0,0.252631426,NA,NA,urban,H,92938
9502,0.444444418,NA,NA,0.002376048,0,0,NA,0,urban,M,92938
9503,0.266666651,NA,0.228148818,NA,NA,0,0.07732965,NA,urban,M,92938
9504,0.647058487,NA,0.020740807,NA,NA,0.294117451,NA,NA,urban,M,92938
9505,0.642857075,NA,0.062222421,NA,0,0.381355763,0,0.057959003,urban,H,92938
9506,0.639999867,NA,NA,0.019008383,0,0,0.15856958,0,urban,M,92938
9507,0.681818008,NA,0.041481614,0.004752096,0,0.105882347,0,0.001359696,urban,M,92938
9508,0.5,0.147132993,NA,NA,0,0,0.172184618,0.418933679,urban,M,92938
9509,0.622641087,NA,NA,0.059401214,0,0.163841724,0.166878892,0.009286932,urban,H,92938
9510,0.45454526,NA,NA,0.002376048,0,0.245283008,0.121007339,NA,urban,M,92938
9511,0.222222209,NA,0.062222421,NA,NA,0,NA,0.047226183,urban,L,92938
9512,0.71999979,NA,NA,0.002376048,0,0.058823526,0.152497953,0,urban,M,92938
9513,0.411764622,NA,0.041481614,0.009504192,0,0.059171587,0,NA,urban,H,92938
9514,0.529411316,NA,0.020740807,NA,0,NA,NA,0,urban,M,92938
9515,0.714285374,0.735665321,NA,NA,0,0.134453774,0.425232251,0.118701207,urban,H,92938
9516,0.695652008,NA,0.248889685,NA,NA,0.152777672,0.106784352,0.014390085,urban,H,92938
9517,NA,NA,0.186667204,0.002376048,0.555555344,0,0.144149736,NA,urban,M,92938
9518,0.542856693,NA,NA,0.002376048,0,0.257142782,0.185590211,0.056781996,rural,H,92938
9519,0.456521511,NA,NA,0.009504192,0,0.06382978,0.100224776,0,urban,H,92938
9520,0.615384579,0.049044341,NA,0.061777264,0,0.358108044,NA,0,urban,M,92938
9521,NA,0.049044341,0.020740807,0.040392816,0,0.059701473,0.16570451,0,urban,H,92938
9522,0.45454526,NA,NA,0.059401214,0,NA,NA,0.088128727,urban,L,92938
9523,0.424999952,NA,0.020740807,0.016632333,0,0.016853929,0.115625478,0,urban,H,92938
9524,0.321428537,0.098088682,0.14518559,NA,0,0.5,NA,NA,urban,M,92938
9525,0.599999905,NA,NA,0.004752096,0,0,0.096581376,0,rural,M,92938
9526,NA,0.049044341,NA,0.002376048,0,0.067901194,0.023795498,0.005929611,urban,H,92938
9527,0.666666508,NA,NA,0.002376048,0,0.560606003,NA,0.120139487,urban,H,92938
9528,0.538461208,NA,NA,0.007128146,0,0.036585361,0,0,urban,M,92938
9529,0.523809433,NA,0.020740807,NA,0,0.276595593,0.174387702,0.140786727,urban,H,92938
9530,0.578947067,NA,NA,0.009504192,0,0.210526228,0.041678535,0.116805132,urban,M,92938
9531,0.611110687,NA,0.020740807,0.004752096,0,0.123711288,0,NA,urban,M,92938
9532,0.333333254,NA,0.331852913,NA,0,0.109756053,0.122203519,0.170852882,urban,L,92938
9533,0.333333254,NA,NA,0.002376048,0,0.513513088,0.136264959,0.15596933,rural,M,92938
9534,0.652173519,NA,NA,0.004752096,0,0,0,0,urban,M,92938
9535,0.75,0.343310356,NA,NA,0,0.276922941,NA,0.030901966,urban,H,92938
9536,0.166666627,0.049044341,NA,NA,0,0.129629612,0.036061421,0.185514315,urban,L,92938
9537,0.599999905,0.049044341,NA,NA,0,0.599999905,0.084640984,0.04165636,urban,L,92938
9538,0.470588207,NA,NA,0.004752096,0,NA,NA,0.00526957,urban,M,92938
9539,0.319999933,NA,NA,0.011880241,0,0,0.16475503,0.02716752,urban,M,92938
9540,0.428571224,NA,NA,1,0,0.053333312,NA,0,urban,L,92938
9541,0.736841679,NA,0.663705826,0.014256291,0,0.335365772,0,0.225066799,urban,H,92938
9542,0.75,NA,NA,0.011880241,0,NA,0.217845825,0.028835176,urban,H,92938
9543,0.679999828,0.049044341,NA,NA,NA,0.017699108,NA,0,urban,H,92938
9544,0.479999781,NA,0.103704035,NA,0,0.09523809,NA,NA,urban,M,92938
9545,0.511110783,NA,NA,0.021384433,0,0.447999954,NA,NA,urban,H,92938
9546,0.304347754,NA,NA,0.011880241,0,NA,0.110930856,NA,urban,H,92938
9547,0.857142448,NA,NA,0.482337952,0,0.059171587,NA,0,urban,L,92938
9548,0.605262756,NA,0.062222421,0.064153314,0,0.152671695,NA,0.011865864,urban,H,92938
9549,0.599999905,NA,NA,0.002376048,0,0.119047582,0.106028903,0.053676412,urban,M,92938
9550,0.45454526,NA,0.020740807,0.019008383,0,0.166666627,NA,0,urban,M,92938
9551,NA,0.098088682,NA,0.019008383,0,0.321838856,0.197100768,0.141965289,urban,H,92938
9552,0.607142448,NA,0.041481614,NA,0,NA,0.040747369,0.134144034,urban,H,92938
9553,0.5,NA,NA,0.002376048,0,0.01298701,NA,0.083799366,urban,L,92938
9554,0.590909004,NA,0.041481614,NA,NA,0.155172348,NA,NA,urban,M,92938
9555,0.545454502,NA,0.14518559,1,0,0.141025543,0.02222177,NA,urban,H,92938
9556,0.5,NA,NA,0.009504192,0,0,0.085528706,NA,urban,M,92938
9557,0.617021084,NA,0.082963228,NA,0,NA,NA,0.012765373,urban,H,92938
9558,0.708333015,NA,0.228148818,0.004752096,NA,0.193548322,NA,0.018639538,urban,H,92938
9559,0.699999809,NA,0.062222421,NA,0,0.25,NA,0.043390115,urban,H,92938
9560,0.578947067,NA,0.020740807,NA,0,0,0.158730587,8.20E-02,urban,M,92938
9561,0.458333254,NA,0.207408071,NA,0,0.047619045,0.331635571,0.042477691,urban,H,92938
9562,0.639999867,NA,0.207408071,0.019008383,0,0.056962013,0.172422425,0,urban,H,92938
9563,0.594594479,0.049044341,0.082963228,NA,NA,0.428571224,0.197030685,0.055198981,urban,H,92938
9564,NA,NA,0.041481614,0.007128146,0,NA,NA,NA,urban,L,92938
9565,0.631578922,NA,NA,0.011880241,0,0.212765932,0.183637352,0.017127223,urban,M,92938
9566,0.666666508,NA,0.062222421,0.019008383,0,0.136792421,0,0,urban,M,92938
9567,0.444444418,NA,NA,0.028512582,0.128205061,0.138364673,0.038801407,0.117711938,urban,H,92938
9568,0.653060913,NA,0.062222421,NA,0,0.039215684,0.117319638,NA,rural,H,92938
9569,0.519230366,NA,0.082963228,0.002376048,0,0.027777776,0.1683821,0.055932034,rural,H,92938
9570,0.642857075,0.049044341,NA,0.09741801,0,0.104046226,0.008177998,0.093160146,urban,H,92938
9571,0.59574461,NA,1,0.049897015,0,0.247252703,0.172341828,NA,urban,H,92938
9572,0.666666508,0.049044341,NA,0.016632333,0,0.196721196,0.171231233,NA,urban,H,92938
9573,0.695652008,NA,0.165926457,NA,0,0.141176462,NA,NA,urban,H,92938
9574,0.833333015,NA,NA,0.014256291,0,NA,0.14505296,0.054340434,urban,M,92938
9575,0.75,NA,0.228148818,NA,0.333333254,0.057324827,0.241626183,NA,rural,L,92938
9576,0.571428299,NA,NA,0.002376048,0,0.124137878,NA,0.088502056,urban,M,92938
9577,0.636363506,NA,0.020740807,0.047520965,NA,0.016129032,NA,0,urban,M,92938
9578,NA,0.049044341,0.020740807,NA,0.039999992,0.069999993,NA,0.085296405,rural,H,92938
9579,0.6875,NA,0.020740807,NA,0,NA,0.174845606,NA,urban,M,92938
9580,NA,NA,0.311112166,0.004752096,0,0.207792163,0.124032196,0.111531845,urban,H,92938
9581,0.599999905,NA,0.020740807,NA,0,0.076923072,NA,NA,urban,H,92938
9582,0.07407403,NA,NA,0.016632333,0.090909064,0.141509414,0.064651513,0.120154663,urban,H,92938
9583,0.625,NA,NA,0.494218111,0.5,0.349206209,0.266333773,NA,urban,L,92938
9584,0.449999809,NA,0.062222421,0.007128146,0,NA,0.110438039,0.00666244,urban,M,92938
9585,0.606060505,NA,NA,0.009504192,0,0.068965495,0.191927665,NA,urban,H,92938
9586,NA,0.049044341,0.207408071,0.304134131,0,0.28125,0.219954928,0.092557837,urban,H,92938
9587,0.590909004,NA,0.020740807,NA,0,0.162790656,0.151127373,0.014211886,urban,H,92938
9588,0.625,0.147132993,NA,0.016632333,0,0.237288117,0.049586282,0.068878352,urban,M,92938
9589,0.655172348,NA,NA,0.002376048,0,0.152542353,0.043682374,0.071785399,urban,H,92938
9590,0.559999943,NA,0.082963228,0.009504192,0,0.437908411,NA,0.109082521,urban,H,92938
9591,0.566666603,NA,0.020740807,0.002376048,0,0.141509414,0.060995066,0.009319916,urban,H,92938
9592,0.607142448,NA,0.020740807,NA,0,0.174603105,0.253886375,0.02414148,urban,H,92938
9593,0.666666508,NA,0.041481614,NA,0,0.599999905,0.164908383,0.195513155,rural,H,92938
9594,0.5,NA,0.020740807,0.002376048,0,0.088541627,0.147833152,0.072334385,urban,M,92938
9595,0.666666508,NA,NA,0.002376048,0,0.760869503,0.172662827,NA,urban,M,92938
9596,0.711538315,NA,0.311112166,NA,0,0.294117451,NA,0.112925642,urban,H,92938
9597,0.488372088,NA,0.062222421,NA,0,0.256544352,0.117102556,0.004888328,urban,H,92938
9598,0.611110687,NA,NA,0.011880241,0,0.111111105,0,0.008499433,urban,M,92938
9599,0.799999714,NA,0.020740807,NA,0,0.117647052,0.255701016,0,urban,L,92938
